Subno	BevAdGrp	GameGrp	Channel	P3ampl	TargType
31084	water_ad	OG	PO6	10.25399	beer_target
31084	water_ad	OG	O1	7.61660	beer_target
31084	water_ad	OG	Oz	9.24160	beer_target
31084	water_ad	OG	O2	8.72710	beer_target
31086	water_ad	OG	P3	-2.05202	beer_target
31086	water_ad	OG	P1	-1.39474	beer_target
31086	water_ad	OG	Pz	-0.45465	beer_target
31086	water_ad	OG	P2	-0.25211	beer_target
31086	water_ad	OG	P4	-0.94434	beer_target
31086	water_ad	OG	PO5	4.89550	beer_target
31086	water_ad	OG	PO3	6.45225	beer_target
31086	water_ad	OG	POz	7.11357	beer_target
31086	water_ad	OG	PO4	6.95193	beer_target
31086	water_ad	OG	PO6	5.90649	beer_target
31086	water_ad	OG	O1	14.05186	beer_target
31086	water_ad	OG	Oz	14.81562	beer_target
31086	water_ad	OG	O2	13.06200	beer_target
31089	water_ad	OG	P3	10.99621	beer_target
31089	water_ad	OG	P1	11.90754	beer_target
31089	water_ad	OG	Pz	11.95146	beer_target
31089	water_ad	OG	P2	11.82023	beer_target
31089	water_ad	OG	P4	11.01457	beer_target
31089	water_ad	OG	PO5	12.42996	beer_target
31089	water_ad	OG	PO3	13.01972	beer_target
31089	water_ad	OG	POz	13.29148	beer_target
31089	water_ad	OG	PO4	13.16202	beer_target
31089	water_ad	OG	PO6	12.58041	beer_target
31089	water_ad	OG	O1	12.85655	beer_target
31089	water_ad	OG	Oz	12.58810	beer_target
31089	water_ad	OG	O2	11.71094	beer_target
31093	water_ad	OG	P3	8.37331	beer_target
31093	water_ad	OG	P1	7.69691	beer_target
31093	water_ad	OG	Pz	7.48259	beer_target
31093	water_ad	OG	P2	8.64435	beer_target
31093	water_ad	OG	P4	8.83038	beer_target
31093	water_ad	OG	PO5	11.62647	beer_target
31093	water_ad	OG	PO3	11.96989	beer_target
31093	water_ad	OG	POz	11.74535	beer_target
31093	water_ad	OG	PO4	12.05373	beer_target
31093	water_ad	OG	PO6	12.41781	beer_target
31093	water_ad	OG	O1	14.62378	beer_target
31093	water_ad	OG	Oz	14.03496	beer_target
31093	water_ad	OG	O2	14.03697	beer_target
31099	water_ad	OG	P3	8.97718	beer_target
31099	water_ad	OG	P1	11.76025	beer_target
31099	water_ad	OG	Pz	13.73196	beer_target
31099	water_ad	OG	P2	11.67717	beer_target
31099	water_ad	OG	P4	9.73451	beer_target
31099	water_ad	OG	PO5	7.47250	beer_target
31099	water_ad	OG	PO3	9.56446	beer_target
31099	water_ad	OG	POz	11.64075	beer_target
31099	water_ad	OG	PO4	11.09480	beer_target
31099	water_ad	OG	PO6	10.75062	beer_target
31099	water_ad	OG	O1	4.64621	beer_target
31099	water_ad	OG	Oz	5.54742	beer_target
31099	water_ad	OG	O2	8.31548	beer_target
31104	water_ad	OG	P3	7.37541	beer_target
31104	water_ad	OG	P1	7.93795	beer_target
31104	water_ad	OG	Pz	8.64226	beer_target
31104	water_ad	OG	P2	9.49677	beer_target
31104	water_ad	OG	P4	9.47926	beer_target
31104	water_ad	OG	PO5	8.86643	beer_target
31104	water_ad	OG	PO3	9.20717	beer_target
31104	water_ad	OG	POz	9.44691	beer_target
31104	water_ad	OG	PO4	10.52004	beer_target
31104	water_ad	OG	PO6	11.31256	beer_target
31104	water_ad	OG	O1	6.87650	beer_target
31104	water_ad	OG	Oz	5.26588	beer_target
31104	water_ad	OG	O2	7.65409	beer_target
31003	beer_ad	OG	P3	5.61270	water_target
31003	beer_ad	OG	P1	6.20874	water_target
31003	beer_ad	OG	Pz	7.48528	water_target
31003	beer_ad	OG	P2	7.41316	water_target
31003	beer_ad	OG	P4	7.73786	water_target
31003	beer_ad	OG	PO5	5.78540	water_target
31003	beer_ad	OG	PO3	6.05004	water_target
31003	beer_ad	OG	POz	5.89510	water_target
31003	beer_ad	OG	PO4	5.27238	water_target
31003	beer_ad	OG	PO6	5.92536	water_target
31003	beer_ad	OG	O1	3.10844	water_target
31003	beer_ad	OG	Oz	3.11089	water_target
31003	beer_ad	OG	O2	3.02937	water_target
31006	beer_ad	OG	P3	14.17091	water_target
31006	beer_ad	OG	P1	13.47698	water_target
31006	beer_ad	OG	Pz	14.16564	water_target
31006	beer_ad	OG	P2	12.32837	water_target
31006	beer_ad	OG	P4	11.98480	water_target
31006	beer_ad	OG	PO5	13.68145	water_target
31006	beer_ad	OG	PO3	15.82860	water_target
31006	beer_ad	OG	POz	17.03556	water_target
31006	beer_ad	OG	PO4	17.62540	water_target
31006	beer_ad	OG	PO6	14.50471	water_target
31006	beer_ad	OG	O1	14.76103	water_target
31006	beer_ad	OG	Oz	15.80966	water_target
31006	beer_ad	OG	O2	14.77627	water_target
31009	beer_ad	OG	P3	7.15704	water_target
31009	beer_ad	OG	P1	8.05116	water_target
31009	beer_ad	OG	Pz	8.08024	water_target
31009	beer_ad	OG	P2	7.58101	water_target
31009	beer_ad	OG	P4	5.78675	water_target
31009	beer_ad	OG	PO5	8.82519	water_target
31009	beer_ad	OG	PO3	8.18886	water_target
31009	beer_ad	OG	POz	7.84152	water_target
31009	beer_ad	OG	PO4	8.82560	water_target
31009	beer_ad	OG	PO6	6.46875	water_target
31009	beer_ad	OG	O1	6.55930	water_target
31009	beer_ad	OG	Oz	3.11814	water_target
31009	beer_ad	OG	O2	6.49095	water_target
31016	beer_ad	OG	P3	12.14487	water_target
31016	beer_ad	OG	P1	14.51715	water_target
31016	beer_ad	OG	Pz	15.58234	water_target
31016	beer_ad	OG	P2	14.59242	water_target
31016	beer_ad	OG	P4	12.16175	water_target
31016	beer_ad	OG	PO5	10.72976	water_target
31016	beer_ad	OG	PO3	12.58416	water_target
31016	beer_ad	OG	POz	13.37694	water_target
31016	beer_ad	OG	PO4	12.76175	water_target
31016	beer_ad	OG	PO6	11.72957	water_target
31016	beer_ad	OG	O1	7.15681	water_target
31016	beer_ad	OG	Oz	7.25685	water_target
31016	beer_ad	OG	O2	7.14904	water_target
31017	beer_ad	OG	P3	4.78738	water_target
31017	beer_ad	OG	P1	6.57492	water_target
31017	beer_ad	OG	Pz	6.68597	water_target
31017	beer_ad	OG	P2	6.94392	water_target
31017	beer_ad	OG	P4	6.72219	water_target
31017	beer_ad	OG	PO5	8.35823	water_target
31017	beer_ad	OG	PO3	8.51147	water_target
31017	beer_ad	OG	POz	8.54128	water_target
31017	beer_ad	OG	PO4	8.90437	water_target
31017	beer_ad	OG	PO6	9.94364	water_target
31017	beer_ad	OG	O1	9.68564	water_target
31017	beer_ad	OG	Oz	8.08040	water_target
31017	beer_ad	OG	O2	10.10543	water_target
31025	beer_ad	OG	P3	7.53778	water_target
31025	beer_ad	OG	P1	7.53578	water_target
31025	beer_ad	OG	Pz	6.19554	water_target
31025	beer_ad	OG	P2	5.46268	water_target
31025	beer_ad	OG	P4	5.06909	water_target
31025	beer_ad	OG	PO5	9.43786	water_target
31025	beer_ad	OG	PO3	7.32750	water_target
31025	beer_ad	OG	POz	5.39002	water_target
31025	beer_ad	OG	PO4	4.16545	water_target
31025	beer_ad	OG	PO6	4.89494	water_target
31025	beer_ad	OG	O1	2.96382	water_target
31025	beer_ad	OG	Oz	2.73721	water_target
31025	beer_ad	OG	O2	3.41764	water_target
31034	beer_ad	OG	P3	11.04976	water_target
31034	beer_ad	OG	P1	11.84612	water_target
31034	beer_ad	OG	Pz	11.82774	water_target
31034	beer_ad	OG	P2	10.93556	water_target
31034	beer_ad	OG	P4	8.90132	water_target
31034	beer_ad	OG	PO5	14.83299	water_target
31034	beer_ad	OG	PO3	15.64648	water_target
31034	beer_ad	OG	POz	14.21094	water_target
31034	beer_ad	OG	PO4	13.19612	water_target
31034	beer_ad	OG	PO6	13.16876	water_target
31034	beer_ad	OG	O1	15.42371	water_target
31034	beer_ad	OG	Oz	13.05020	water_target
31034	beer_ad	OG	O2	13.83104	water_target
31037	beer_ad	OG	P3	9.25961	water_target
31037	beer_ad	OG	P1	9.80629	water_target
31037	beer_ad	OG	Pz	10.62911	water_target
31037	beer_ad	OG	P2	10.30840	water_target
31037	beer_ad	OG	P4	9.22092	water_target
31037	beer_ad	OG	PO5	11.62951	water_target
31037	beer_ad	OG	PO3	11.94359	water_target
31037	beer_ad	OG	POz	11.83850	water_target
31037	beer_ad	OG	PO4	11.92146	water_target
31037	beer_ad	OG	PO6	11.27125	water_target
31037	beer_ad	OG	O1	8.20286	water_target
31037	beer_ad	OG	Oz	7.72789	water_target
31037	beer_ad	OG	O2	8.34653	water_target
31042	beer_ad	OG	P3	11.82032	water_target
31042	beer_ad	OG	P1	12.60971	water_target
31042	beer_ad	OG	Pz	14.04555	water_target
31042	beer_ad	OG	P2	15.10449	water_target
31042	beer_ad	OG	P4	14.43974	water_target
31042	beer_ad	OG	PO5	14.67168	water_target
31042	beer_ad	OG	PO3	15.63595	water_target
31042	beer_ad	OG	POz	16.91228	water_target
31042	beer_ad	OG	PO4	17.71346	water_target
31042	beer_ad	OG	PO6	17.80033	water_target
31042	beer_ad	OG	O1	13.07801	water_target
31042	beer_ad	OG	Oz	14.75470	water_target
31042	beer_ad	OG	O2	17.76549	water_target
31046	beer_ad	OG	P3	11.66523	water_target
31046	beer_ad	OG	P1	12.17344	water_target
31046	beer_ad	OG	Pz	11.90396	water_target
31046	beer_ad	OG	P2	13.40947	water_target
31046	beer_ad	OG	P4	15.75207	water_target
31046	beer_ad	OG	PO5	15.03556	water_target
31046	beer_ad	OG	PO3	12.76927	water_target
31046	beer_ad	OG	POz	12.43085	water_target
31046	beer_ad	OG	PO4	14.62867	water_target
31046	beer_ad	OG	PO6	17.51219	water_target
31046	beer_ad	OG	O1	10.83839	water_target
31046	beer_ad	OG	Oz	8.85735	water_target
31046	beer_ad	OG	O2	13.13482	water_target
31049	beer_ad	OG	P3	7.46460	water_target
31049	beer_ad	OG	P1	8.27565	water_target
31049	beer_ad	OG	Pz	9.69268	water_target
31049	beer_ad	OG	P2	8.39032	water_target
31049	beer_ad	OG	P4	6.07365	water_target
31049	beer_ad	OG	PO5	8.79737	water_target
31049	beer_ad	OG	PO3	9.20256	water_target
31049	beer_ad	OG	POz	9.11986	water_target
31049	beer_ad	OG	PO4	8.43382	water_target
31049	beer_ad	OG	PO6	8.17411	water_target
31049	beer_ad	OG	O1	7.06004	water_target
31049	beer_ad	OG	Oz	5.02606	water_target
31049	beer_ad	OG	O2	6.88467	water_target
31054	beer_ad	OG	P3	9.59037	water_target
31054	beer_ad	OG	P1	9.01925	water_target
31054	beer_ad	OG	Pz	7.78744	water_target
31054	beer_ad	OG	P2	8.58931	water_target
31054	beer_ad	OG	P4	9.67363	water_target
31054	beer_ad	OG	PO5	13.29001	water_target
31054	beer_ad	OG	PO3	11.74919	water_target
31054	beer_ad	OG	POz	10.34115	water_target
31054	beer_ad	OG	PO4	10.71298	water_target
31054	beer_ad	OG	PO6	13.19333	water_target
31054	beer_ad	OG	O1	13.94101	water_target
31054	beer_ad	OG	Oz	9.19844	water_target
31054	beer_ad	OG	O2	11.83401	water_target
31060	beer_ad	OG	P3	10.29318	water_target
31060	beer_ad	OG	P1	8.98696	water_target
31060	beer_ad	OG	Pz	7.53470	water_target
31060	beer_ad	OG	P2	7.55745	water_target
31060	beer_ad	OG	P4	7.44408	water_target
31060	beer_ad	OG	PO5	16.81688	water_target
31060	beer_ad	OG	PO3	15.98941	water_target
31060	beer_ad	OG	POz	15.84815	water_target
31060	beer_ad	OG	PO4	14.77032	water_target
31060	beer_ad	OG	PO6	15.96705	water_target
31060	beer_ad	OG	O1	22.87725	water_target
31060	beer_ad	OG	Oz	20.73752	water_target
31060	beer_ad	OG	O2	22.02270	water_target
31063	beer_ad	OG	P3	3.47482	water_target
31063	beer_ad	OG	P1	3.65125	water_target
31063	beer_ad	OG	Pz	4.23192	water_target
31063	beer_ad	OG	P2	4.86484	water_target
31063	beer_ad	OG	P4	5.00637	water_target
31063	beer_ad	OG	PO5	6.06858	water_target
31063	beer_ad	OG	PO3	5.85595	water_target
31063	beer_ad	OG	POz	5.89880	water_target
31063	beer_ad	OG	PO4	6.41890	water_target
31063	beer_ad	OG	PO6	6.89285	water_target
31063	beer_ad	OG	O1	6.70861	water_target
31063	beer_ad	OG	Oz	5.64638	water_target
31063	beer_ad	OG	O2	7.39372	water_target
31066	beer_ad	OG	P3	8.675773	water_target
31066	beer_ad	OG	P1	6.91945	water_target
31066	beer_ad	OG	Pz	4.88727	water_target
31066	beer_ad	OG	P2	3.54931	water_target
31066	beer_ad	OG	P4	4.49928	water_target
31066	beer_ad	OG	PO5	11.43518	water_target
31066	beer_ad	OG	PO3	10.72235	water_target
31066	beer_ad	OG	POz	8.54908	water_target
31066	beer_ad	OG	PO4	7.69610	water_target
31066	beer_ad	OG	PO6	8.76947	water_target
31066	beer_ad	OG	O1	14.44661	water_target
31066	beer_ad	OG	Oz	12.52798	water_target
31066	beer_ad	OG	O2	13.05456	water_target
31069	beer_ad	OG	P3	10.646455	water_target
31069	beer_ad	OG	P1	11.03085	water_target
31069	beer_ad	OG	Pz	11.55428	water_target
31069	beer_ad	OG	P2	9.64933	water_target
31069	beer_ad	OG	P4	7.85325	water_target
31069	beer_ad	OG	PO5	14.22420	water_target
31069	beer_ad	OG	PO3	14.94819	water_target
31069	beer_ad	OG	POz	14.44478	water_target
31069	beer_ad	OG	PO4	13.86183	water_target
31069	beer_ad	OG	PO6	13.46082	water_target
31069	beer_ad	OG	O1	14.77577	water_target
31069	beer_ad	OG	Oz	13.43142	water_target
31069	beer_ad	OG	O2	14.58371	water_target
31076	beer_ad	OG	P3	7.87293	water_target
31076	beer_ad	OG	P1	8.01005	water_target
31076	beer_ad	OG	Pz	8.04831	water_target
31076	beer_ad	OG	P2	9.10318	water_target
31076	beer_ad	OG	P4	9.45109	water_target
31076	beer_ad	OG	PO5	7.80686	water_target
31076	beer_ad	OG	PO3	7.58933	water_target
31076	beer_ad	OG	POz	7.92508	water_target
31076	beer_ad	OG	PO4	7.97425	water_target
31076	beer_ad	OG	PO6	8.35653	water_target
31076	beer_ad	OG	O1	6.02067	water_target
31076	beer_ad	OG	Oz	4.50873	water_target
31076	beer_ad	OG	O2	5.38582	water_target
31077	beer_ad	OG	P3	8.418421	water_target
31077	beer_ad	OG	P1	8.04838	water_target
31077	beer_ad	OG	Pz	7.48745	water_target
31077	beer_ad	OG	P2	8.29698	water_target
31077	beer_ad	OG	P4	10.80350	water_target
31077	beer_ad	OG	PO5	11.75635	water_target
31077	beer_ad	OG	PO3	11.32264	water_target
31077	beer_ad	OG	POz	10.47388	water_target
31077	beer_ad	OG	PO4	10.56379	water_target
31077	beer_ad	OG	PO6	12.18340	water_target
31077	beer_ad	OG	O1	14.01386	water_target
31077	beer_ad	OG	Oz	12.15259	water_target
31077	beer_ad	OG	O2	12.87104	water_target
31082	beer_ad	OG	P3	9.491013	water_target
31082	beer_ad	OG	P1	9.16522	water_target
31082	beer_ad	OG	Pz	9.28308	water_target
31082	beer_ad	OG	P2	8.89647	water_target
31082	beer_ad	OG	P4	8.27363	water_target
31082	beer_ad	OG	PO5	13.43560	water_target
31082	beer_ad	OG	PO3	13.04415	water_target
31082	beer_ad	OG	POz	12.39888	water_target
31082	beer_ad	OG	PO4	11.89792	water_target
31082	beer_ad	OG	PO6	12.63054	water_target
31082	beer_ad	OG	O1	14.34886	water_target
31082	beer_ad	OG	Oz	11.30299	water_target
31082	beer_ad	OG	O2	11.84492	water_target
31085	beer_ad	OG	P3	10.193794	water_target
31085	beer_ad	OG	P1	11.86805	water_target
31085	beer_ad	OG	Pz	14.08783	water_target
31085	beer_ad	OG	P2	13.23237	water_target
31085	beer_ad	OG	P4	13.34069	water_target
31085	beer_ad	OG	PO5	13.20384	water_target
31085	beer_ad	OG	PO3	13.62573	water_target
31085	beer_ad	OG	POz	13.96257	water_target
31085	beer_ad	OG	PO4	14.22734	water_target
31085	beer_ad	OG	PO6	15.77509	water_target
31085	beer_ad	OG	O1	15.70736	water_target
31085	beer_ad	OG	Oz	12.03833	water_target
31085	beer_ad	OG	O2	14.21377	water_target
31092	beer_ad	OG	P3	7.495628	water_target
31092	beer_ad	OG	P1	7.23312	water_target
31092	beer_ad	OG	Pz	7.36201	water_target
31092	beer_ad	OG	P2	7.32683	water_target
31092	beer_ad	OG	P4	7.14938	water_target
31092	beer_ad	OG	PO5	6.36726	water_target
31092	beer_ad	OG	PO3	6.66939	water_target
31092	beer_ad	OG	POz	7.39440	water_target
31092	beer_ad	OG	PO4	7.13787	water_target
31092	beer_ad	OG	PO6	6.59940	water_target
31092	beer_ad	OG	O1	5.03215	water_target
31092	beer_ad	OG	Oz	4.60689	water_target
31092	beer_ad	OG	O2	5.94410	water_target
31094	beer_ad	OG	P3	6.064781	water_target
31094	beer_ad	OG	P1	6.15929	water_target
31094	beer_ad	OG	Pz	6.53269	water_target
31094	beer_ad	OG	P2	7.23956	water_target
31094	beer_ad	OG	P4	7.16518	water_target
31094	beer_ad	OG	PO5	7.61545	water_target
31094	beer_ad	OG	PO3	5.38782	water_target
31094	beer_ad	OG	POz	9.05044	water_target
31094	beer_ad	OG	PO4	8.62394	water_target
31094	beer_ad	OG	PO6	8.61968	water_target
31094	beer_ad	OG	O1	7.84759	water_target
31094	beer_ad	OG	Oz	7.07018	water_target
31094	beer_ad	OG	O2	8.03838	water_target
31097	beer_ad	OG	P3	4.348326	water_target
31097	beer_ad	OG	P1	3.35664	water_target
31097	beer_ad	OG	Pz	2.59768	water_target
31097	beer_ad	OG	P2	3.35307	water_target
31097	beer_ad	OG	P4	3.99471	water_target
31097	beer_ad	OG	PO5	7.30567	water_target
31097	beer_ad	OG	PO3	6.06841	water_target
31097	beer_ad	OG	POz	4.92544	water_target
31097	beer_ad	OG	PO4	5.50622	water_target
31097	beer_ad	OG	PO6	5.55388	water_target
31097	beer_ad	OG	O1	8.38466	water_target
31097	beer_ad	OG	Oz	7.23108	water_target
31097	beer_ad	OG	O2	6.35875	water_target
31102	beer_ad	OG	P3	12.836594	water_target
31102	beer_ad	OG	P1	11.70133	water_target
31102	beer_ad	OG	Pz	10.62918	water_target
31102	beer_ad	OG	P2	10.38996	water_target
31102	beer_ad	OG	P4	11.51731	water_target
31102	beer_ad	OG	PO5	12.65867	water_target
31102	beer_ad	OG	PO3	10.72728	water_target
31102	beer_ad	OG	POz	9.34475	water_target
31102	beer_ad	OG	PO4	9.97128	water_target
31102	beer_ad	OG	PO6	12.73110	water_target
31102	beer_ad	OG	O1	10.20695	water_target
31102	beer_ad	OG	Oz	7.10407	water_target
31102	beer_ad	OG	O2	10.80528	water_target
31004	water_ad	OG	P3	16.59311	water_target
31004	water_ad	OG	P1	17.74338	water_target
31004	water_ad	OG	Pz	17.60439	water_target
31004	water_ad	OG	P2	17.09177	water_target
31004	water_ad	OG	P4	17.18767	water_target
31004	water_ad	OG	PO5	17.72509	water_target
31004	water_ad	OG	PO3	17.81921	water_target
31004	water_ad	OG	POz	17.38278	water_target
31004	water_ad	OG	PO4	19.30163	water_target
31004	water_ad	OG	PO6	19.96624	water_target
31004	water_ad	OG	O1	14.79370	water_target
31004	water_ad	OG	Oz	14.54702	water_target
31004	water_ad	OG	O2	17.79274	water_target
31005	water_ad	OG	P3	8.87786	water_target
31005	water_ad	OG	P1	9.67785	water_target
31005	water_ad	OG	Pz	9.71227	water_target
31005	water_ad	OG	P2	10.16183	water_target
31005	water_ad	OG	P4	9.15195	water_target
31005	water_ad	OG	PO5	9.15643	water_target
31005	water_ad	OG	PO3	10.75838	water_target
31005	water_ad	OG	POz	10.77639	water_target
31005	water_ad	OG	PO4	10.58892	water_target
31005	water_ad	OG	PO6	8.99830	water_target
31005	water_ad	OG	O1	8.97744	water_target
31005	water_ad	OG	Oz	9.51946	water_target
31005	water_ad	OG	O2	9.34183	water_target
31011	water_ad	OG	P3	7.18531	water_target
31011	water_ad	OG	P1	7.50829	water_target
31011	water_ad	OG	Pz	8.37698	water_target
31011	water_ad	OG	P2	7.34893	water_target
31011	water_ad	OG	P4	7.07235	water_target
31011	water_ad	OG	PO5	9.53850	water_target
31011	water_ad	OG	PO3	10.02518	water_target
31011	water_ad	OG	POz	7.80627	water_target
31011	water_ad	OG	PO4	8.78285	water_target
31011	water_ad	OG	PO6	8.86228	water_target
31011	water_ad	OG	O1	7.67436	water_target
31011	water_ad	OG	Oz	6.77644	water_target
31011	water_ad	OG	O2	6.40312	water_target
31015	water_ad	OG	P3	8.88463	water_target
31015	water_ad	OG	P1	9.93527	water_target
31015	water_ad	OG	Pz	9.43138	water_target
31015	water_ad	OG	P2	10.04408	water_target
31015	water_ad	OG	P4	10.79710	water_target
31015	water_ad	OG	PO5	14.22172	water_target
31015	water_ad	OG	PO3	15.03280	water_target
31015	water_ad	OG	POz	13.51334	water_target
31015	water_ad	OG	PO4	14.35978	water_target
31015	water_ad	OG	PO6	13.38406	water_target
31015	water_ad	OG	O1	16.14040	water_target
31015	water_ad	OG	Oz	13.41220	water_target
31015	water_ad	OG	O2	12.76541	water_target
31020	water_ad	OG	P3	5.14821	water_target
31020	water_ad	OG	P1	5.89693	water_target
31020	water_ad	OG	Pz	7.88382	water_target
31020	water_ad	OG	P2	8.65271	water_target
31020	water_ad	OG	P4	8.42880	water_target
31020	water_ad	OG	PO5	5.77736	water_target
31020	water_ad	OG	PO3	6.35594	water_target
31020	water_ad	OG	POz	7.12415	water_target
31020	water_ad	OG	PO4	6.22708	water_target
31020	water_ad	OG	PO6	5.91358	water_target
31020	water_ad	OG	O1	2.86460	water_target
31020	water_ad	OG	Oz	2.67432	water_target
31020	water_ad	OG	O2	1.52939	water_target
31024	water_ad	OG	P3	5.77303	water_target
31024	water_ad	OG	P1	5.45075	water_target
31024	water_ad	OG	Pz	4.85235	water_target
31024	water_ad	OG	P2	5.03923	water_target
31024	water_ad	OG	P4	5.35213	water_target
31024	water_ad	OG	PO5	8.87467	water_target
31024	water_ad	OG	PO3	9.13254	water_target
31024	water_ad	OG	POz	8.81545	water_target
31024	water_ad	OG	PO4	8.98752	water_target
31024	water_ad	OG	PO6	8.58057	water_target
31024	water_ad	OG	O1	11.88677	water_target
31024	water_ad	OG	Oz	12.83626	water_target
31024	water_ad	OG	O2	12.37132	water_target
31026	water_ad	OG	P3	8.66551	water_target
31026	water_ad	OG	P1	8.17063	water_target
31026	water_ad	OG	Pz	7.59087	water_target
31026	water_ad	OG	P2	9.18763	water_target
31026	water_ad	OG	P4	10.54929	water_target
31026	water_ad	OG	PO5	9.00451	water_target
31026	water_ad	OG	PO3	8.77788	water_target
31026	water_ad	OG	POz	8.67373	water_target
31026	water_ad	OG	PO4	10.04403	water_target
31026	water_ad	OG	PO6	11.25634	water_target
31026	water_ad	OG	O1	7.29151	water_target
31026	water_ad	OG	Oz	5.97700	water_target
31026	water_ad	OG	O2	9.53009	water_target
31029	water_ad	OG	P3	6.39709	water_target
31029	water_ad	OG	P1	5.99215	water_target
31029	water_ad	OG	Pz	7.81584	water_target
31029	water_ad	OG	P2	9.89356	water_target
31029	water_ad	OG	P4	11.32418	water_target
31029	water_ad	OG	PO5	9.98726	water_target
31029	water_ad	OG	PO3	9.96226	water_target
31029	water_ad	OG	POz	10.06004	water_target
31029	water_ad	OG	PO4	12.66514	water_target
31029	water_ad	OG	PO6	15.43985	water_target
31029	water_ad	OG	O1	7.46541	water_target
31029	water_ad	OG	Oz	8.32299	water_target
31029	water_ad	OG	O2	9.56163	water_target
31044	water_ad	OG	P3	16.66143	water_target
31044	water_ad	OG	P1	19.00223	water_target
31044	water_ad	OG	Pz	20.09890	water_target
31044	water_ad	OG	P2	21.10469	water_target
31044	water_ad	OG	P4	21.48728	water_target
31044	water_ad	OG	PO5	19.43518	water_target
31044	water_ad	OG	PO3	19.45954	water_target
31044	water_ad	OG	POz	19.73382	water_target
31044	water_ad	OG	PO4	21.36151	water_target
31044	water_ad	OG	PO6	21.87723	water_target
31044	water_ad	OG	O1	19.02316	water_target
31044	water_ad	OG	Oz	18.24424	water_target
31044	water_ad	OG	O2	19.04042	water_target
31045	water_ad	OG	P3	4.83492	water_target
31045	water_ad	OG	P1	4.56918	water_target
31045	water_ad	OG	Pz	5.03550	water_target
31045	water_ad	OG	P2	5.50677	water_target
31045	water_ad	OG	P4	6.45883	water_target
31045	water_ad	OG	PO5	7.25865	water_target
31045	water_ad	OG	PO3	6.51121	water_target
31045	water_ad	OG	POz	6.82259	water_target
31045	water_ad	OG	PO4	7.46934	water_target
31045	water_ad	OG	PO6	8.95858	water_target
31045	water_ad	OG	O1	7.92397	water_target
31045	water_ad	OG	Oz	5.97205	water_target
31045	water_ad	OG	O2	8.19955	water_target
31051	water_ad	OG	P3	4.86800	water_target
31051	water_ad	OG	P1	4.01132	water_target
31051	water_ad	OG	Pz	3.59551	water_target
31051	water_ad	OG	P2	6.14839	water_target
31051	water_ad	OG	P4	7.82360	water_target
31051	water_ad	OG	PO5	11.52306	water_target
31051	water_ad	OG	PO3	10.14313	water_target
31051	water_ad	OG	POz	9.45550	water_target
31051	water_ad	OG	PO4	11.18769	water_target
31051	water_ad	OG	PO6	13.04108	water_target
31051	water_ad	OG	O1	15.04732	water_target
31051	water_ad	OG	Oz	14.29197	water_target
31051	water_ad	OG	O2	16.84860	water_target
31056	water_ad	OG	P3	3.637412	water_target
31056	water_ad	OG	P1	3.73852	water_target
31056	water_ad	OG	Pz	3.80396	water_target
31056	water_ad	OG	P2	3.33454	water_target
31056	water_ad	OG	P4	3.86229	water_target
31056	water_ad	OG	PO5	4.98831	water_target
31056	water_ad	OG	PO3	4.82996	water_target
31056	water_ad	OG	POz	5.05250	water_target
31056	water_ad	OG	PO4	5.22622	water_target
31056	water_ad	OG	PO6	5.71991	water_target
31056	water_ad	OG	O1	6.00871	water_target
31056	water_ad	OG	Oz	5.42444	water_target
31056	water_ad	OG	O2	7.04423	water_target
31059	water_ad	OG	P3	12.031401	water_target
31059	water_ad	OG	P1	12.59328	water_target
31059	water_ad	OG	Pz	13.64077	water_target
31059	water_ad	OG	P2	13.49631	water_target
31059	water_ad	OG	P4	12.31611	water_target
31059	water_ad	OG	PO5	13.17747	water_target
31059	water_ad	OG	PO3	12.42110	water_target
31059	water_ad	OG	POz	11.05260	water_target
31059	water_ad	OG	PO4	11.04679	water_target
31059	water_ad	OG	PO6	12.16081	water_target
31059	water_ad	OG	O1	11.20360	water_target
31059	water_ad	OG	Oz	9.06568	water_target
31059	water_ad	OG	O2	8.36688	water_target
31064	water_ad	OG	P3	2.91733	water_target
31064	water_ad	OG	P1	3.35677	water_target
31064	water_ad	OG	Pz	3.98767	water_target
31064	water_ad	OG	P2	5.51701	water_target
31064	water_ad	OG	P4	6.88701	water_target
31064	water_ad	OG	PO5	5.77725	water_target
31064	water_ad	OG	PO3	6.08252	water_target
31064	water_ad	OG	POz	5.59509	water_target
31064	water_ad	OG	PO4	6.93799	water_target
31064	water_ad	OG	PO6	8.69505	water_target
31064	water_ad	OG	O1	7.32157	water_target
31064	water_ad	OG	Oz	5.70428	water_target
31064	water_ad	OG	O2	5.64315	water_target
31065	water_ad	OG	P3	24.31416	water_target
31065	water_ad	OG	P1	22.42939	water_target
31065	water_ad	OG	Pz	23.21818	water_target
31065	water_ad	OG	P2	21.94055	water_target
31065	water_ad	OG	P4	20.37734	water_target
31065	water_ad	OG	PO5	23.90056	water_target
31065	water_ad	OG	PO3	21.22112	water_target
31065	water_ad	OG	POz	23.06057	water_target
31065	water_ad	OG	PO4	20.77077	water_target
31065	water_ad	OG	PO6	23.01822	water_target
31065	water_ad	OG	O1	21.54144	water_target
31065	water_ad	OG	Oz	17.98616	water_target
31065	water_ad	OG	O2	17.57236	water_target
31071	water_ad	OG	P3	6.197069	water_target
31071	water_ad	OG	P1	6.13133	water_target
